"","country","org_type","flow_type","transaction_type","year","quarter","month","aggregate_type","variable","value","timeframe","rollingyear"
"5387","World Bank","World Bank","ODA","Commitments",2021,4,11,"Specific donor","Volume",0,"Monthly",NA
"5388","World Bank","World Bank","ODA","Commitments",2021,4,12,"Specific donor","Volume",7880.331485,"Monthly",NA
"5389","World Bank","World Bank","ODA","Commitments",2022,1,1,"Specific donor","Volume",0,"Monthly",NA
"5390","World Bank","World Bank","ODA","Commitments",2022,1,2,"Specific donor","Volume",0,"Monthly",NA
"5391","World Bank","World Bank","ODA","Commitments",2022,1,3,"Specific donor","Volume",7457.549989,"Monthly",NA
"5392","World Bank","World Bank","ODA","Commitments",2022,2,4,"Specific donor","Volume",0,"Monthly",NA
"5393","World Bank","World Bank","ODA","Commitments",2022,2,5,"Specific donor","Volume",0,"Monthly",NA
"5394","World Bank","World Bank","ODA","Commitments",2022,2,6,"Specific donor","Volume",17091.395319,"Monthly",NA
"5395","World Bank","World Bank","ODA","Commitments",2022,3,7,"Specific donor","Volume",0,"Monthly",NA
"5396","World Bank","World Bank","ODA","Commitments",2022,3,8,"Specific donor","Volume",0,"Monthly",NA
"5397","World Bank","World Bank","ODA","Commitments",2022,3,9,"Specific donor","Volume",92.034259,"Monthly",NA
"5446","World Bank","World Bank","OOF","Commitments",2021,4,10,"Specific donor","Volume",0,"Monthly",NA
"5447","World Bank","World Bank","OOF","Commitments",2021,4,11,"Specific donor","Volume",0,"Monthly",NA
"5448","World Bank","World Bank","OOF","Commitments",2021,4,12,"Specific donor","Volume",5872.874718,"Monthly",NA
"5449","World Bank","World Bank","OOF","Commitments",2022,1,1,"Specific donor","Volume",0,"Monthly",NA
"5450","World Bank","World Bank","OOF","Commitments",2022,1,2,"Specific donor","Volume",0,"Monthly",NA
"5451","World Bank","World Bank","OOF","Commitments",2022,1,3,"Specific donor","Volume",7008.721849,"Monthly",NA
"5452","World Bank","World Bank","OOF","Commitments",2022,2,4,"Specific donor","Volume",0,"Monthly",NA
"5453","World Bank","World Bank","OOF","Commitments",2022,2,5,"Specific donor","Volume",0,"Monthly",NA
"5454","World Bank","World Bank","OOF","Commitments",2022,2,6,"Specific donor","Volume",12888.538811,"Monthly",NA
"5455","World Bank","World Bank","OOF","Commitments",2022,3,7,"Specific donor","Volume",0,"Monthly",NA
"5456","World Bank","World Bank","OOF","Commitments",2022,3,8,"Specific donor","Volume",0,"Monthly",NA
"5457","World Bank","World Bank","OOF","Commitments",2022,3,9,"Specific donor","Volume",-419.561613,"Monthly",NA
"5506","World Bank","World Bank","Other flows","Commitments",2021,4,10,"Specific donor","Volume",0,"Monthly",NA
"5507","World Bank","World Bank","Other flows","Commitments",2021,4,11,"Specific donor","Volume",0,"Monthly",NA
"5508","World Bank","World Bank","Other flows","Commitments",2021,4,12,"Specific donor","Volume",0,"Monthly",NA
"5509","World Bank","World Bank","Other flows","Commitments",2022,1,1,"Specific donor","Volume",0,"Monthly",NA
"5510","World Bank","World Bank","Other flows","Commitments",2022,1,2,"Specific donor","Volume",0,"Monthly",NA
"5511","World Bank","World Bank","Other flows","Commitments",2022,1,3,"Specific donor","Volume",0,"Monthly",NA
"5512","World Bank","World Bank","Other flows","Commitments",2022,2,4,"Specific donor","Volume",0,"Monthly",NA
"5513","World Bank","World Bank","Other flows","Commitments",2022,2,5,"Specific donor","Volume",0,"Monthly",NA
"5514","World Bank","World Bank","Other flows","Commitments",2022,2,6,"Specific donor","Volume",0,"Monthly",NA
"5515","World Bank","World Bank","Other flows","Commitments",2022,3,7,"Specific donor","Volume",0,"Monthly",NA
"5516","World Bank","World Bank","Other flows","Commitments",2022,3,8,"Specific donor","Volume",0,"Monthly",NA
"5517","World Bank","World Bank","Other flows","Commitments",2022,3,9,"Specific donor","Volume",0,"Monthly",NA
"5566","World Food Programme","World Food Programme","Not specified","Commitments",2021,4,10,"Specific donor","Volume",0,"Monthly",NA
"5567","World Food Programme","World Food Programme","Not specified","Commitments",2021,4,11,"Specific donor","Volume",0,"Monthly",NA
"5568","World Food Programme","World Food Programme","Not specified","Commitments",2021,4,12,"Specific donor","Volume",0,"Monthly",NA
"5569","World Food Programme","World Food Programme","Not specified","Commitments",2022,1,1,"Specific donor","Volume",0,"Monthly",NA
"5570","World Food Programme","World Food Programme","Not specified","Commitments",2022,1,2,"Specific donor","Volume",0,"Monthly",NA
"5571","World Food Programme","World Food Programme","Not specified","Commitments",2022,1,3,"Specific donor","Volume",0,"Monthly",NA
"5572","World Food Programme","World Food Programme","Not specified","Commitments",2022,2,4,"Specific donor","Volume",0,"Monthly",NA
"5573","World Food Programme","World Food Programme","Not specified","Commitments",2022,2,5,"Specific donor","Volume",0,"Monthly",NA
"5574","World Food Programme","World Food Programme","Not specified","Commitments",2022,2,6,"Specific donor","Volume",0,"Monthly",NA
"5575","World Food Programme","World Food Programme","Not specified","Commitments",2022,3,7,"Specific donor","Volume",0,"Monthly",NA
"5576","World Food Programme","World Food Programme","Not specified","Commitments",2022,3,8,"Specific donor","Volume",0,"Monthly",NA
"5577","World Food Programme","World Food Programme","Not specified","Commitments",2022,3,9,"Specific donor","Volume",0,"Monthly",NA
"5626","World Food Programme","World Food Programme","ODA","Commitments",2021,4,10,"Specific donor","Volume",698.714847000001,"Monthly",NA
"5627","World Food Programme","World Food Programme","ODA","Commitments",2021,4,11,"Specific donor","Volume",754.848097000001,"Monthly",NA
"5628","World Food Programme","World Food Programme","ODA","Commitments",2021,4,12,"Specific donor","Volume",1655.752799,"Monthly",NA
"5629","World Food Programme","World Food Programme","ODA","Commitments",2022,1,1,"Specific donor","Volume",515.0029,"Monthly",NA
"5630","World Food Programme","World Food Programme","ODA","Commitments",2022,1,2,"Specific donor","Volume",732.710891000001,"Monthly",NA
"5631","World Food Programme","World Food Programme","ODA","Commitments",2022,1,3,"Specific donor","Volume",882.544112,"Monthly",NA
"5632","World Food Programme","World Food Programme","ODA","Commitments",2022,2,4,"Specific donor","Volume",882.452341000001,"Monthly",NA
"5633","World Food Programme","World Food Programme","ODA","Commitments",2022,2,5,"Specific donor","Volume",869.539564,"Monthly",NA
"5634","World Food Programme","World Food Programme","ODA","Commitments",2022,2,6,"Specific donor","Volume",962.203884,"Monthly",NA
"5635","World Food Programme","World Food Programme","ODA","Commitments",2022,3,7,"Specific donor","Volume",911.573686,"Monthly",NA
"5636","World Food Programme","World Food Programme","ODA","Commitments",2022,3,8,"Specific donor","Volume",1050.984578,"Monthly",NA
"5637","World Food Programme","World Food Programme","ODA","Commitments",2022,3,9,"Specific donor","Volume",1480.306201,"Monthly",NA
"5686","World Food Programme","World Food Programme","OOF","Commitments",2021,4,10,"Specific donor","Volume",0,"Monthly",NA
"5687","World Food Programme","World Food Programme","OOF","Commitments",2021,4,11,"Specific donor","Volume",0,"Monthly",NA
"5688","World Food Programme","World Food Programme","OOF","Commitments",2021,4,12,"Specific donor","Volume",0,"Monthly",NA
"5689","World Food Programme","World Food Programme","OOF","Commitments",2022,1,1,"Specific donor","Volume",0,"Monthly",NA
"5690","World Food Programme","World Food Programme","OOF","Commitments",2022,1,2,"Specific donor","Volume",0,"Monthly",NA
"5691","World Food Programme","World Food Programme","OOF","Commitments",2022,1,3,"Specific donor","Volume",0,"Monthly",NA
"5692","World Food Programme","World Food Programme","OOF","Commitments",2022,2,4,"Specific donor","Volume",0,"Monthly",NA
"5693","World Food Programme","World Food Programme","OOF","Commitments",2022,2,5,"Specific donor","Volume",0,"Monthly",NA
"5694","World Food Programme","World Food Programme","OOF","Commitments",2022,2,6,"Specific donor","Volume",0,"Monthly",NA
"5695","World Food Programme","World Food Programme","OOF","Commitments",2022,3,7,"Specific donor","Volume",0,"Monthly",NA
"5696","World Food Programme","World Food Programme","OOF","Commitments",2022,3,8,"Specific donor","Volume",0,"Monthly",NA
"5697","World Food Programme","World Food Programme","OOF","Commitments",2022,3,9,"Specific donor","Volume",0,"Monthly",NA
"5746","World Food Programme","World Food Programme","Other flows","Commitments",2021,4,10,"Specific donor","Volume",0,"Monthly",NA
"5747","World Food Programme","World Food Programme","Other flows","Commitments",2021,4,11,"Specific donor","Volume",0,"Monthly",NA
"5748","World Food Programme","World Food Programme","Other flows","Commitments",2021,4,12,"Specific donor","Volume",0,"Monthly",NA
"5749","World Food Programme","World Food Programme","Other flows","Commitments",2022,1,1,"Specific donor","Volume",0,"Monthly",NA
"5750","World Food Programme","World Food Programme","Other flows","Commitments",2022,1,2,"Specific donor","Volume",0,"Monthly",NA
"5751","World Food Programme","World Food Programme","Other flows","Commitments",2022,1,3,"Specific donor","Volume",0,"Monthly",NA
"5752","World Food Programme","World Food Programme","Other flows","Commitments",2022,2,4,"Specific donor","Volume",0,"Monthly",NA
"5753","World Food Programme","World Food Programme","Other flows","Commitments",2022,2,5,"Specific donor","Volume",0,"Monthly",NA
"5754","World Food Programme","World Food Programme","Other flows","Commitments",2022,2,6,"Specific donor","Volume",0,"Monthly",NA
"5755","World Food Programme","World Food Programme","Other flows","Commitments",2022,3,7,"Specific donor","Volume",0,"Monthly",NA
"5756","World Food Programme","World Food Programme","Other flows","Commitments",2022,3,8,"Specific donor","Volume",0,"Monthly",NA
"5757","World Food Programme","World Food Programme","Other flows","Commitments",2022,3,9,"Specific donor","Volume",0,"Monthly",NA
"5806",NA,"IFI","Not specified","Commitments",2021,4,10,"Organisation type","Volume",0,"Monthly",NA
"5807",NA,"IFI","Not specified","Commitments",2021,4,11,"Organisation type","Volume",0,"Monthly",NA
"5808",NA,"IFI","Not specified","Commitments",2021,4,12,"Organisation type","Volume",100,"Monthly",NA
"5809",NA,"IFI","Not specified","Commitments",2022,1,1,"Organisation type","Volume",0,"Monthly",NA
"5810",NA,"IFI","Not specified","Commitments",2022,1,2,"Organisation type","Volume",0,"Monthly",NA
"5811",NA,"IFI","Not specified","Commitments",2022,1,3,"Organisation type","Volume",0,"Monthly",NA
"5812",NA,"IFI","Not specified","Commitments",2022,2,4,"Organisation type","Volume",0,"Monthly",NA
"5813",NA,"IFI","Not specified","Commitments",2022,2,5,"Organisation type","Volume",0,"Monthly",NA
"5814",NA,"IFI","Not specified","Commitments",2022,2,6,"Organisation type","Volume",0,"Monthly",NA
"5815",NA,"IFI","Not specified","Commitments",2022,3,7,"Organisation type","Volume",0,"Monthly",NA
"5816",NA,"IFI","Not specified","Commitments",2022,3,8,"Organisation type","Volume",0,"Monthly",NA
"5817",NA,"IFI","Not specified","Commitments",2022,3,9,"Organisation type","Volume",0,"Monthly",NA
"5866",NA,"IFI","ODA","Commitments",2021,4,10,"Organisation type","Volume",391.805302943955,"Monthly",NA
"5867",NA,"IFI","ODA","Commitments",2021,4,11,"Organisation type","Volume",1329.7883350696,"Monthly",NA
"5868",NA,"IFI","ODA","Commitments",2021,4,12,"Organisation type","Volume",10636.593484053,"Monthly",NA
"5869",NA,"IFI","ODA","Commitments",2022,1,1,"Organisation type","Volume",50.8810602818,"Monthly",NA
"5870",NA,"IFI","ODA","Commitments",2022,1,2,"Organisation type","Volume",677.71190503963,"Monthly",NA
"5871",NA,"IFI","ODA","Commitments",2022,1,3,"Organisation type","Volume",8413.99653507251,"Monthly",NA
"5872",NA,"IFI","ODA","Commitments",2022,2,4,"Organisation type","Volume",428.828896081132,"Monthly",NA
"5873",NA,"IFI","ODA","Commitments",2022,2,5,"Organisation type","Volume",552.725681192344,"Monthly",NA
"5874",NA,"IFI","ODA","Commitments",2022,2,6,"Organisation type","Volume",17819.4538112771,"Monthly",NA
"5875",NA,"IFI","ODA","Commitments",2022,3,7,"Organisation type","Volume",863.573588657868,"Monthly",NA
"5876",NA,"IFI","ODA","Commitments",2022,3,8,"Organisation type","Volume",848.812488876814,"Monthly",NA
"5877",NA,"IFI","ODA","Commitments",2022,3,9,"Organisation type","Volume",868.407088621074,"Monthly",NA
"5926",NA,"IFI","OOF","Commitments",2021,4,10,"Organisation type","Volume",2354.66839392,"Monthly",NA
"5927",NA,"IFI","OOF","Commitments",2021,4,11,"Organisation type","Volume",3550.93678396702,"Monthly",NA
"5928",NA,"IFI","OOF","Commitments",2021,4,12,"Organisation type","Volume",14140.1746372205,"Monthly",NA
"5929",NA,"IFI","OOF","Commitments",2022,1,1,"Organisation type","Volume",15.752636097662,"Monthly",NA
"5930",NA,"IFI","OOF","Commitments",2022,1,2,"Organisation type","Volume",106.76786161619,"Monthly",NA
"5931",NA,"IFI","OOF","Commitments",2022,1,3,"Organisation type","Volume",7518.14439233708,"Monthly",NA
"5932",NA,"IFI","OOF","Commitments",2022,2,4,"Organisation type","Volume",43.107495221878,"Monthly",NA
"5933",NA,"IFI","OOF","Commitments",2022,2,5,"Organisation type","Volume",2,"Monthly",NA
"5934",NA,"IFI","OOF","Commitments",2022,2,6,"Organisation type","Volume",15725.2701094929,"Monthly",NA
"5935",NA,"IFI","OOF","Commitments",2022,3,7,"Organisation type","Volume",174.449229371122,"Monthly",NA
"5936",NA,"IFI","OOF","Commitments",2022,3,8,"Organisation type","Volume",196.3,"Monthly",NA
"5937",NA,"IFI","OOF","Commitments",2022,3,9,"Organisation type","Volume",-419.561613,"Monthly",NA
"5986",NA,"IFI","Other flows","Commitments",2021,4,10,"Organisation type","Volume",234.732003159528,"Monthly",NA
"5987",NA,"IFI","Other flows","Commitments",2021,4,11,"Organisation type","Volume",1069.20877543152,"Monthly",NA
"5988",NA,"IFI","Other flows","Commitments",2021,4,12,"Organisation type","Volume",1660.10599943502,"Monthly",NA
"5989",NA,"IFI","Other flows","Commitments",2022,1,1,"Organisation type","Volume",391.40430501562,"Monthly",NA
"5990",NA,"IFI","Other flows","Commitments",2022,1,2,"Organisation type","Volume",161.61404702976,"Monthly",NA
"5991",NA,"IFI","Other flows","Commitments",2022,1,3,"Organisation type","Volume",220.295775831004,"Monthly",NA
"5992",NA,"IFI","Other flows","Commitments",2022,2,4,"Organisation type","Volume",374.787708836624,"Monthly",NA
"5993",NA,"IFI","Other flows","Commitments",2022,2,5,"Organisation type","Volume",559.990139118664,"Monthly",NA
"5994",NA,"IFI","Other flows","Commitments",2022,2,6,"Organisation type","Volume",983.558172793588,"Monthly",NA
"5995",NA,"IFI","Other flows","Commitments",2022,3,7,"Organisation type","Volume",1163.14008582876,"Monthly",NA
"5996",NA,"IFI","Other flows","Commitments",2022,3,8,"Organisation type","Volume",0,"Monthly",NA
"5997",NA,"IFI","Other flows","Commitments",2022,3,9,"Organisation type","Volume",0,"Monthly",NA
"6046",NA,"Bilateral","Not specified","Commitments",2021,4,10,"Organisation type","Volume",0,"Monthly",NA
"6047",NA,"Bilateral","Not specified","Commitments",2021,4,11,"Organisation type","Volume",0,"Monthly",NA
"6048",NA,"Bilateral","Not specified","Commitments",2021,4,12,"Organisation type","Volume",59.19925891,"Monthly",NA
"6049",NA,"Bilateral","Not specified","Commitments",2022,1,1,"Organisation type","Volume",0,"Monthly",NA
"6050",NA,"Bilateral","Not specified","Commitments",2022,1,2,"Organisation type","Volume",0,"Monthly",NA
"6051",NA,"Bilateral","Not specified","Commitments",2022,1,3,"Organisation type","Volume",78.04224457,"Monthly",NA
"6052",NA,"Bilateral","Not specified","Commitments",2022,2,4,"Organisation type","Volume",0,"Monthly",NA
"6053",NA,"Bilateral","Not specified","Commitments",2022,2,5,"Organisation type","Volume",0,"Monthly",NA
"6054",NA,"Bilateral","Not specified","Commitments",2022,2,6,"Organisation type","Volume",89.3433852756,"Monthly",NA
"6055",NA,"Bilateral","Not specified","Commitments",2022,3,7,"Organisation type","Volume",0,"Monthly",NA
"6056",NA,"Bilateral","Not specified","Commitments",2022,3,8,"Organisation type","Volume",0,"Monthly",NA
"6057",NA,"Bilateral","Not specified","Commitments",2022,3,9,"Organisation type","Volume",0,"Monthly",NA
"6106",NA,"Bilateral","ODA","Commitments",2021,4,10,"Organisation type","Volume",2615.5111794622,"Monthly",NA
"6107",NA,"Bilateral","ODA","Commitments",2021,4,11,"Organisation type","Volume",3230.99021054736,"Monthly",NA
"6108",NA,"Bilateral","ODA","Commitments",2021,4,12,"Organisation type","Volume",24544.4868265571,"Monthly",NA
"6109",NA,"Bilateral","ODA","Commitments",2022,1,1,"Organisation type","Volume",4999.21733548126,"Monthly",NA
"6110",NA,"Bilateral","ODA","Commitments",2022,1,2,"Organisation type","Volume",1484.16754381988,"Monthly",NA
"6111",NA,"Bilateral","ODA","Commitments",2022,1,3,"Organisation type","Volume",7024.15974769852,"Monthly",NA
"6112",NA,"Bilateral","ODA","Commitments",2022,2,4,"Organisation type","Volume",2210.15391521511,"Monthly",NA
"6113",NA,"Bilateral","ODA","Commitments",2022,2,5,"Organisation type","Volume",2198.94659316365,"Monthly",NA
"6114",NA,"Bilateral","ODA","Commitments",2022,2,6,"Organisation type","Volume",10557.5020080993,"Monthly",NA
"6115",NA,"Bilateral","ODA","Commitments",2022,3,7,"Organisation type","Volume",3001.51460744965,"Monthly",NA
"6116",NA,"Bilateral","ODA","Commitments",2022,3,8,"Organisation type","Volume",3452.64321367269,"Monthly",NA
"6117",NA,"Bilateral","ODA","Commitments",2022,3,9,"Organisation type","Volume",2285.09769421536,"Monthly",NA
"6166",NA,"Bilateral","OOF","Commitments",2021,4,10,"Organisation type","Volume",0,"Monthly",NA
"6167",NA,"Bilateral","OOF","Commitments",2021,4,11,"Organisation type","Volume",1.027491874696,"Monthly",NA
"6168",NA,"Bilateral","OOF","Commitments",2021,4,12,"Organisation type","Volume",4.399802487388,"Monthly",NA
"6169",NA,"Bilateral","OOF","Commitments",2022,1,1,"Organisation type","Volume",6.2572940898,"Monthly",NA
"6170",NA,"Bilateral","OOF","Commitments",2022,1,2,"Organisation type","Volume",2.01175,"Monthly",NA
"6171",NA,"Bilateral","OOF","Commitments",2022,1,3,"Organisation type","Volume",0.3515162963,"Monthly",NA
"6172",NA,"Bilateral","OOF","Commitments",2022,2,4,"Organisation type","Volume",0,"Monthly",NA
"6173",NA,"Bilateral","OOF","Commitments",2022,2,5,"Organisation type","Volume",0,"Monthly",NA
"6174",NA,"Bilateral","OOF","Commitments",2022,2,6,"Organisation type","Volume",0,"Monthly",NA
"6175",NA,"Bilateral","OOF","Commitments",2022,3,7,"Organisation type","Volume",4.0235,"Monthly",NA
"6176",NA,"Bilateral","OOF","Commitments",2022,3,8,"Organisation type","Volume",0.201175,"Monthly",NA
